charge,dose
46.764209153948386,0.0
52.76730987989531,0.0002
53.26730987989531,0.04556357788354504
55.97776512895792,0.0727054457649952
59.60304641843688,0.1090081686474928
63.22832770791583,0.1453108915299903
66.85360899739479,0.1775125506896722
70.47889028687375,0.2085480309439072
74.10417157635271,0.2396096289628481
77.72945286583166,0.272211744388326
81.35473415531062,0.3063707312671252
84.98001544478959,0.3421029436460298
88.60529673426853,0.3794247355718241
92.2305780237475,0.4175792708896249
95.85585931322646,0.4543206370113047
99.4811406027054,0.491761666676607
103.10642189218436,0.5299317377018371
106.73170318166332,0.5688602279032998
110.35698447114228,0.6100604886240979
113.98226576062125,0.6601123659594579
117.6075470501002,0.7110107959199656
121.23282833957916,0.7627851563219264
124.85810962905812,0.8154648249816454
128.48339091853703,0.8690791797154274
132.10867220801603,0.9236575983395776
135.733953497495,0.9792294586704012
139.35923478697396,1.0358241385241933
142.9845160764529,1.09365014223073
146.60979736593185,1.152716037200367
150.2350786554108,1.2149573425690234
153.86035994488978,1.2878337970734663
157.48564123436876,1.362015277575826
161.1109225238477,1.4375118718920583
164.73620381332665,1.5143262532610868
168.3614851028056,1.5924276536188513
171.98676639228455,1.671807804365792
175.61204768176353,1.752514661969273
179.2373289712425,1.838164966503867
182.86261026072145,1.9306715881433525
186.4878915502004,2.024405052520226
190.11317283967932,2.1192679669197503
193.7384541291583,2.2151985563030685
197.36373541863725,2.3121724981589185
200.98901670811625,2.410437585183138
204.6142979975952,2.5147402597391952
208.23957928707412,2.6175373396552937
211.8648605765531,2.725806733576741
215.49014186603205,2.832489113576196
219.115423155511,2.939910091562698
222.74070444499,3.0493782216781757
226.36598573446892,3.161899248028192
229.9912670239479,3.275088100183833
233.61654831342685,3.3889397605265508
237.2418296029058,3.503436049670088
240.86711089238477,3.618696529460682
244.49239218186372,3.737645921179881
248.1176734713427,3.857164475367742
251.74295476082165,3.9772257761404752
255.3682360503006,4.09780340761429
258.99351733977954,4.218908571825663
262.6187986292585,4.343041645723348
266.2440799187375,4.467611802670744
269.86936120821645,4.592592626784054
273.4946424976954,4.717957702179492
277.11992378717434,4.84407313870239
280.7452050766533,4.972143504195223
284.37048636613224,5.100518873318811
287.99576765561125,5.229172830189362
291.6210489450902,5.358078958923082
295.24633023456914,5.4879572737734295
298.8716115240481,5.618708064235344
302.49689281352704,5.749631778909058
306.12217410300605,5.880702001910779
309.747455392485,6.0118923173567165
313.37273668196394,6.1439241398916336
316.9980179714429,6.276056320349587
320.62329926092184,6.408229345600384
324.2485805504008,6.540416799760234
327.8738618398798,6.672608735059077
331.49914312935874,6.804782975087889
335.1244244188377,6.936892396374383
338.74970570831664,7.0689105830347625
342.3749869977956,7.200811119185239
346.00026828727454,7.331721439398123
349.62554957675354,7.462398430710214
353.2508308662325,7.592878523861026
356.87611215571144,7.723135302966771
360.5013934451904,7.852333659753161
364.1266747346693,7.979795167869121
367.7519560241483,8.10695411428864
371.3772373136273,8.23378408312793
375.00251860310624,8.36025671008505
378.6277998925852,8.48341601926483
382.25308118206414,8.604327732555863
385.8783624715431,8.724737826223084
389.503643761022,8.84459026254936
393.128925050501,8.963825154944438
396.75420633998,9.075813658692793
400.3794876294589,9.180484479110152
404.0047689189379,9.2843307627864
407.6300502084168,9.3873169976878
411.2553314978958,9.489424367825418
414.8806127873748,9.59064986945172
418.50589407685374,9.691005429182038
422.1311753663327,9.773327478556446
425.7564566558116,9.853228888448267
429.3817379452906,9.932376928555028
433.00701923476953,10.010834466655574
436.6323005242485,10.08867492037198
440.2575818137275,10.165981386840212
443.8828631032064,10.24284577430568
447.5081443926854,10.319367935643635
451.13342568216433,10.395654803804444
454.7587069716433,10.471819529183731
458.3839882611223,10.547980618917393
462.0092695506012,10.64117431887678
465.6345508400802,10.741325390667502
469.25983212955913,10.84185191048497
472.8851134190381,10.94288524387357
476.510394708517,11.044557838466009
480.135675997996,11.147002374827526
483.760957287475,11.265391578192466
487.38623857695393,11.38959736230242
491.0115198664329,11.514966064787444
494.6368011559118,11.64162284488235
498.2620824453908,11.77510895077658
501.8873637348698,11.915960532029544
505.5126450243487,12.058448416254906
509.1379263138277,12.202676808853806
512.7632076033066,12.354609710171264
516.3884888927855,12.509986445182346
520.0137701822645,12.66736904996353
523.6390514717434,12.829083466732614
527.2643327612225,12.996130012211085
530.8896140507014,13.165359539229794
534.5148953401804,13.337810315240768
538.1401766296593,13.515892469385754
541.7654579191383,13.696224267608205
545.3907392086172,13.879496257337518
549.0160204980962,14.06807100574947
552.6413017875751,14.258829567850944
556.2665830770541,14.452564605025795
559.891864366533,14.650864672708227
563.5171456560121,14.851150191562612
567.142426945491,15.05459928037525
570.76770823497,15.26165592865646
574.3929895244489,15.470465976789471
578.0182708139279,15.682767964442322
581.6435521034068,15.897666536812356
585.2688333928858,16.114167340416373
588.8941146823647,16.3346457015618
592.5193959718437,16.55675047076961
596.1446772613226,16.781119725679435
599.7699585508016,17.00850869376486
603.3952398402806,17.237325323184585
607.0205211297596,17.469153899727512
610.6458024192385,17.702879874874526
614.2710837087175,17.938365731897214
617.8963649981964,18.1767161049104
621.5216462876754,18.41631956935819
625.1469275771543,18.658492724439768
628.7722088666333,18.90235863730947
632.3974901561122,19.14784366161613
636.0227714455912,19.395694202009125
639.6480527350701,19.644623263937035
643.2733340245491,19.89596203655146
646.8986153140281,20.148542556603097
650.5238966035071,20.402798521061246
654.149177892986,20.658797387593225
657.774459182465,20.915846339298117
661.3997404719439,21.174997214996104
665.0250217614229,21.43498221436944
668.6503030509018,21.69673585397993
672.2755843403808,21.959541396404056
675.9008656298597,22.223583999313067
679.5261469193387,22.48888430961509
683.1514282088176,22.75492799874692
686.7767094982966,23.02230346322242
690.4019907877756,23.29015694649086
