device_uid,source_file,prev_captured_at,captured_at,delta_ms,threshold_ms
CB100-2597626,Batch002_2025-12-29_20min.txt,2025-12-29 09:00:38.512,2025-12-29 09:01:23.550,45038.0,1000.0
