device_uid,source_file,prev_captured_at,captured_at,delta_ms,threshold_ms
CB100-2599377,Batch002_2025-12-29_10min.txt,2025-12-29 08:52:24.799,2025-12-29 08:54:43.994,139195.0,1000.0
