device_uid,source_file,prev_captured_at,captured_at,delta_ms,threshold_ms
CB100-2599296,Batch004_2025-12-29_10min.txt,2025-12-29 09:44:03.852,2025-12-29 09:44:49.404,45552.0,1000.0
