device_uid,dosimeter_label,captured_at,log_time,created_at,pulse_count,charge_count,adc_value,source_file,dosimeter_num,monitoring_session_id,id,temperature_c,lag_seconds_raw,lag_seconds
CB100-2595713,CB100-2595713,2025-12-29 09:11:06.481,2025-12-29 10:11:06.680,2025-12-29 09:11:06.481,0,59,0,Batch003_2025-12-29_10min.txt,713,3,55504,40.1,3600.199,0.19900000000006912
CB100-2595713,CB100-2595713,2025-12-29 09:11:06.690,2025-12-29 10:11:06.857,2025-12-29 09:11:06.690,0,59,0,Batch003_2025-12-29_10min.txt,713,3,55509,40.1,3600.167,0.16699999999991633
CB100-2595713,CB100-2595713,2025-12-29 09:11:06.898,2025-12-29 10:11:07.097,2025-12-29 09:11:06.898,0,60,0,Batch003_2025-12-29_10min.txt,713,3,55512,40.1,3600.199,0.19900000000006912
CB100-2595713,CB100-2595713,2025-12-29 09:11:07.106,2025-12-29 10:11:07.279,2025-12-29 09:11:07.106,0,59,0,Batch003_2025-12-29_10min.txt,713,3,55516,40.1,3600.173,0.17299999999977445
CB100-2595713,CB100-2595713,2025-12-29 09:11:07.315,2025-12-29 10:11:07.521,2025-12-29 09:11:07.315,0,60,0,Batch003_2025-12-29_10min.txt,713,3,55521,40.1,3600.206,0.20600000000013097
CB100-2595713,CB100-2595713,2025-12-29 09:11:07.523,2025-12-29 10:11:07.697,2025-12-29 09:11:07.523,0,59,0,Batch003_2025-12-29_10min.txt,713,3,55525,40.1,3600.174,0.17399999999997817
CB100-2595713,CB100-2595713,2025-12-29 09:11:07.732,2025-12-29 10:11:07.937,2025-12-29 09:11:07.732,0,60,0,Batch003_2025-12-29_10min.txt,713,3,55529,40.1,3600.205,0.20499999999992724
CB100-2595713,CB100-2595713,2025-12-29 09:11:07.940,2025-12-29 10:11:08.116,2025-12-29 09:11:07.940,0,60,0,Batch003_2025-12-29_10min.txt,713,3,55533,40.1,3600.176,0.17599999999993088
CB100-2595713,CB100-2595713,2025-12-29 09:11:08.148,2025-12-29 10:11:08.357,2025-12-29 09:11:08.148,0,60,0,Batch003_2025-12-29_10min.txt,713,3,55537,40.1,3600.209,0.20899999999983265
CB100-2595713,CB100-2595713,2025-12-29 09:11:08.357,2025-12-29 10:11:08.544,2025-12-29 09:11:08.357,0,58,0,Batch003_2025-12-29_10min.txt,713,3,55541,40.1,3600.187,0.18699999999989814
CB100-2595713,CB100-2595713,2025-12-29 09:11:08.565,2025-12-29 10:11:08.777,2025-12-29 09:11:08.565,0,60,0,Batch003_2025-12-29_10min.txt,713,3,55545,40.1,3600.212,0.21199999999998909
CB100-2595713,CB100-2595713,2025-12-29 09:11:08.774,2025-12-29 10:11:08.958,2025-12-29 09:11:08.774,0,59,0,Batch003_2025-12-29_10min.txt,713,3,55549,40.1,3600.184,0.18400000000019645
CB100-2595713,CB100-2595713,2025-12-29 09:11:08.982,2025-12-29 10:11:09.192,2025-12-29 09:11:08.982,0,58,0,Batch003_2025-12-29_10min.txt,713,3,55553,40.1,3600.21,0.21000000000003638
CB100-2595713,CB100-2595713,2025-12-29 09:11:09.190,2025-12-29 10:11:09.378,2025-12-29 09:11:09.190,0,60,0,Batch003_2025-12-29_10min.txt,713,3,55557,40.1,3600.188,0.18800000000010186
CB100-2595713,CB100-2595713,2025-12-29 09:11:09.399,2025-12-29 10:11:09.618,2025-12-29 09:11:09.399,0,59,0,Batch003_2025-12-29_10min.txt,713,3,55561,40.1,3600.219,0.21900000000005093
CB100-2595713,CB100-2595713,2025-12-29 09:11:09.607,2025-12-29 10:11:09.797,2025-12-29 09:11:09.607,0,60,0,Batch003_2025-12-29_10min.txt,713,3,55565,40.1,3600.19,0.19000000000005457
CB100-2595713,CB100-2595713,2025-12-29 09:11:09.815,2025-12-29 10:11:10.101,2025-12-29 09:11:09.815,0,59,0,Batch003_2025-12-29_10min.txt,713,3,55569,40.1,3600.286,0.2860000000000582
CB100-2595713,CB100-2595713,2025-12-29 09:11:10.024,2025-12-29 10:11:10.217,2025-12-29 09:11:10.024,0,59,0,Batch003_2025-12-29_10min.txt,713,3,55573,40.1,3600.193,0.193000000000211
CB100-2595713,CB100-2595713,2025-12-29 09:11:10.232,2025-12-29 10:11:10.458,2025-12-29 09:11:10.232,0,60,0,Batch003_2025-12-29_10min.txt,713,3,55577,40.1,3600.226,0.22600000000011278
CB100-2595713,CB100-2595713,2025-12-29 09:11:10.441,2025-12-29 10:11:10.631,2025-12-29 09:11:10.441,0,59,0,Batch003_2025-12-29_10min.txt,713,3,55581,40.1,3600.19,0.19000000000005457
CB100-2595713,CB100-2595713,2025-12-29 09:11:10.649,2025-12-29 10:11:10.880,2025-12-29 09:11:10.649,0,60,0,Batch003_2025-12-29_10min.txt,713,3,55585,40.1,3600.231,0.23100000000022192
CB100-2595713,CB100-2595713,2025-12-29 09:11:10.857,2025-12-29 10:11:11.054,2025-12-29 09:11:10.857,0,59,0,Batch003_2025-12-29_10min.txt,713,3,55589,40.1,3600.197,0.19700000000011642
CB100-2595713,CB100-2595713,2025-12-29 09:11:11.066,2025-12-29 10:11:11.292,2025-12-29 09:11:11.066,0,59,0,Batch003_2025-12-29_10min.txt,713,3,55593,40.1,3600.226,0.22600000000011278
CB100-2595713,CB100-2595713,2025-12-29 09:11:11.274,2025-12-29 10:11:11.478,2025-12-29 09:11:11.274,0,60,0,Batch003_2025-12-29_10min.txt,713,3,55597,40.1,3600.204,0.20400000000017826
