device_uid,dosimeter_label,captured_at,log_time,created_at,pulse_count,charge_count,adc_value,source_file,dosimeter_num,monitoring_session_id,id,temperature_c,lag_seconds_raw,lag_seconds
CB100-2597560,CB100-2597560,2025-12-29 08:46:39.620,2025-12-29 09:46:40.903,2025-12-29 08:46:39.620,0,66,0,Batch002_2025-12-29_10min.txt,560,6,36668,38.86,3601.283,1.2829999999999018
CB100-2597560,CB100-2597560,2025-12-29 08:46:39.822,2025-12-29 09:46:41.026,2025-12-29 08:46:39.822,0,66,0,Batch002_2025-12-29_10min.txt,560,6,36671,38.86,3601.204,1.2040000000001783
CB100-2597560,CB100-2597560,2025-12-29 08:46:40.025,2025-12-29 09:46:41.203,2025-12-29 08:46:40.025,0,67,0,Batch002_2025-12-29_10min.txt,560,6,36674,38.86,3601.178,1.1779999999998836
CB100-2597560,CB100-2597560,2025-12-29 08:46:40.227,2025-12-29 09:46:41.443,2025-12-29 08:46:40.227,0,67,0,Batch002_2025-12-29_10min.txt,560,6,36679,38.86,3601.216,1.2159999999998945
CB100-2597560,CB100-2597560,2025-12-29 08:46:40.430,2025-12-29 09:46:41.623,2025-12-29 08:46:40.430,0,66,0,Batch002_2025-12-29_10min.txt,560,6,36683,38.86,3601.193,1.193000000000211
CB100-2597560,CB100-2597560,2025-12-29 08:46:40.632,2025-12-29 09:46:41.864,2025-12-29 08:46:40.632,0,67,0,Batch002_2025-12-29_10min.txt,560,6,36687,38.86,3601.232,1.231999999999971
CB100-2597560,CB100-2597560,2025-12-29 08:46:40.835,2025-12-29 09:46:42.043,2025-12-29 08:46:40.835,0,65,0,Batch002_2025-12-29_10min.txt,560,6,36691,38.86,3601.208,1.2080000000000837
CB100-2597560,CB100-2597560,2025-12-29 08:46:41.037,2025-12-29 09:46:42.224,2025-12-29 08:46:41.037,0,66,0,Batch002_2025-12-29_10min.txt,560,6,36694,38.86,3601.187,1.1869999999998981
CB100-2597560,CB100-2597560,2025-12-29 08:46:41.240,2025-12-29 09:46:42.463,2025-12-29 08:46:41.240,0,67,0,Batch002_2025-12-29_10min.txt,560,6,36699,38.86,3601.223,1.2229999999999563
CB100-2597560,CB100-2597560,2025-12-29 08:46:41.442,2025-12-29 09:46:42.644,2025-12-29 08:46:41.442,0,65,0,Batch002_2025-12-29_10min.txt,560,6,36703,38.86,3601.202,1.2020000000002256
CB100-2597560,CB100-2597560,2025-12-29 08:46:41.644,2025-12-29 09:46:42.884,2025-12-29 08:46:41.644,0,66,0,Batch002_2025-12-29_10min.txt,560,6,36707,38.86,3601.24,1.2399999999997817
CB100-2597560,CB100-2597560,2025-12-29 08:46:41.847,2025-12-29 09:46:43.123,2025-12-29 08:46:41.847,0,66,0,Batch002_2025-12-29_10min.txt,560,6,36711,38.86,3601.276,1.27599999999984
CB100-2597560,CB100-2597560,2025-12-29 08:46:42.049,2025-12-29 09:46:43.303,2025-12-29 08:46:42.049,0,66,0,Batch002_2025-12-29_10min.txt,560,6,36715,38.86,3601.254,1.2539999999999054
