device_uid,dosimeter_label,captured_at,log_time,created_at,pulse_count,charge_count,adc_value,source_file,dosimeter_num,monitoring_session_id,id,temperature_c,lag_seconds_raw,lag_seconds
CB100-2598364,CB100-2598364,2025-12-29 10:03:17.004,2025-12-29 11:03:17.471,2025-12-29 10:03:17.004,0,58,0,Batch005_2025-12-29_10min.txt,364,11,104245,39.67,3600.467,0.4670000000000982
CB100-2598364,CB100-2598364,2025-12-29 10:03:17.211,2025-12-29 11:03:17.731,2025-12-29 10:03:17.211,0,58,0,Batch005_2025-12-29_10min.txt,364,11,104250,39.67,3600.52,0.5199999999999818
CB100-2598364,CB100-2598364,2025-12-29 10:03:17.417,2025-12-29 11:03:17.892,2025-12-29 10:03:17.417,0,58,0,Batch005_2025-12-29_10min.txt,364,11,104253,39.67,3600.475,0.47499999999990905
CB100-2598364,CB100-2598364,2025-12-29 10:03:17.624,2025-12-29 11:03:18.137,2025-12-29 10:03:17.624,0,59,0,Batch005_2025-12-29_10min.txt,364,11,104258,39.67,3600.513,0.51299999999992
CB100-2598364,CB100-2598364,2025-12-29 10:03:17.830,2025-12-29 11:03:18.308,2025-12-29 10:03:17.830,0,58,0,Batch005_2025-12-29_10min.txt,364,11,104261,39.67,3600.478,0.4780000000000655
CB100-2598364,CB100-2598364,2025-12-29 10:03:18.037,2025-12-29 11:03:18.556,2025-12-29 10:03:18.037,0,57,0,Batch005_2025-12-29_10min.txt,364,11,104266,39.67,3600.519,0.5189999999997781
CB100-2598364,CB100-2598364,2025-12-29 10:03:18.243,2025-12-29 11:03:18.741,2025-12-29 10:03:18.243,0,58,0,Batch005_2025-12-29_10min.txt,364,11,104271,39.67,3600.498,0.4980000000000473
CB100-2598364,CB100-2598364,2025-12-29 10:03:18.450,2025-12-29 11:03:18.978,2025-12-29 10:03:18.450,0,58,0,Batch005_2025-12-29_10min.txt,364,11,104274,39.67,3600.528,0.5279999999997926
CB100-2598364,CB100-2598364,2025-12-29 10:03:18.657,2025-12-29 11:03:19.156,2025-12-29 10:03:18.657,0,59,0,Batch005_2025-12-29_10min.txt,364,11,104277,39.67,3600.499,0.4989999999997963
CB100-2598364,CB100-2598364,2025-12-29 10:03:18.863,2025-12-29 11:03:19.330,2025-12-29 10:03:18.863,0,57,0,Batch005_2025-12-29_10min.txt,364,11,104280,39.67,3600.467,0.4670000000000982
CB100-2598364,CB100-2598364,2025-12-29 10:03:19.070,2025-12-29 11:03:19.570,2025-12-29 10:03:19.070,1,58,0,Batch005_2025-12-29_10min.txt,364,11,104285,39.67,3600.5,0.5
CB100-2598364,CB100-2598364,2025-12-29 10:03:19.276,2025-12-29 11:03:19.751,2025-12-29 10:03:19.276,0,58,0,Batch005_2025-12-29_10min.txt,364,11,104288,39.67,3600.475,0.47499999999990905
CB100-2598364,CB100-2598364,2025-12-29 10:03:19.483,2025-12-29 11:03:19.996,2025-12-29 10:03:19.483,0,57,0,Batch005_2025-12-29_10min.txt,364,11,104294,39.67,3600.513,0.51299999999992
CB100-2598364,CB100-2598364,2025-12-29 10:03:19.689,2025-12-29 11:03:20.176,2025-12-29 10:03:19.689,0,57,0,Batch005_2025-12-29_10min.txt,364,11,104296,39.67,3600.487,0.48700000000008004
CB100-2598364,CB100-2598364,2025-12-29 10:03:19.896,2025-12-29 11:03:20.416,2025-12-29 10:03:19.896,0,58,0,Batch005_2025-12-29_10min.txt,364,11,104302,39.67,3600.52,0.5199999999999818
