device_uid,dosimeter_label,captured_at,log_time,created_at,pulse_count,charge_count,adc_value,source_file,dosimeter_num,monitoring_session_id,id,temperature_c,lag_seconds_raw,lag_seconds
CB100-2599429,CB100-2599429,2025-12-26 12:23:16.271,2025-12-26 13:23:16.906,2025-12-26 12:23:16.271,0,58,0,Batch001_2025-12-26_10min.txt,429,17,1,39.85,3600.635,0.6350000000002183
CB100-2599429,CB100-2599429,2025-12-26 12:23:16.474,2025-12-26 13:23:17.152,2025-12-26 12:23:16.474,0,56,0,Batch001_2025-12-26_10min.txt,429,17,6,39.85,3600.678,0.6779999999998836
CB100-2599429,CB100-2599429,2025-12-26 12:23:16.678,2025-12-26 13:23:17.331,2025-12-26 12:23:16.678,0,59,0,Batch001_2025-12-26_10min.txt,429,17,9,39.85,3600.653,0.6529999999997926
CB100-2599429,CB100-2599429,2025-12-26 12:23:16.881,2025-12-26 13:23:17.505,2025-12-26 12:23:16.881,0,57,0,Batch001_2025-12-26_10min.txt,429,17,13,39.85,3600.624,0.6239999999997963
CB100-2599429,CB100-2599429,2025-12-26 12:23:17.085,2025-12-26 13:23:17.751,2025-12-26 12:23:17.085,0,57,0,Batch001_2025-12-26_10min.txt,429,17,17,39.85,3600.666,0.6660000000001673
CB100-2599429,CB100-2599429,2025-12-26 12:23:17.289,2025-12-26 13:23:17.930,2025-12-26 12:23:17.289,0,58,0,Batch001_2025-12-26_10min.txt,429,17,21,39.85,3600.641,0.6410000000000764
CB100-2599429,CB100-2599429,2025-12-26 12:23:17.492,2025-12-26 13:23:18.171,2025-12-26 12:23:17.492,0,57,0,Batch001_2025-12-26_10min.txt,429,17,25,39.85,3600.679,0.6790000000000873
CB100-2599429,CB100-2599429,2025-12-26 12:23:17.696,2025-12-26 13:23:18.354,2025-12-26 12:23:17.696,0,58,0,Batch001_2025-12-26_10min.txt,429,17,29,39.85,3600.658,0.6579999999999018
CB100-2599429,CB100-2599429,2025-12-26 12:23:17.899,2025-12-26 13:23:18.518,2025-12-26 12:23:17.899,0,58,0,Batch001_2025-12-26_10min.txt,429,17,33,39.85,3600.619,0.6190000000001419
CB100-2599429,CB100-2599429,2025-12-26 12:23:18.103,2025-12-26 13:23:18.771,2025-12-26 12:23:18.103,0,58,0,Batch001_2025-12-26_10min.txt,429,17,37,39.85,3600.668,0.66800000000012
